"id","journal","journal_en","ssh"
2453,"放射免疫学杂志","Journal of Radiation Immunology",1
2454,"地方病通报","Endemic disease notification",1
2455,"石油与天然气地质","Oil and Gas Geology",1
2456,"少数民族青年自然语言处理技术研究与进展——第三届全国少数民族青年自然语言信息处理、第二届全国多语言知识库建设联合学术研讨会论文集","Research and Progress of Natural Language Processing Technology for Ethnic Minority Youth - Proceedings of the 3rd National Joint Symposium on Natural Language Information Processing for Ethnic Minority Youth and the 2nd National Multilingual Knowledge Base Construction",1
2457,"河南水利与南水北调","Henan Water Resources and South-North Water Diversion",1
2458,"会计之友(中旬刊)","Friends of Accounting (Mid-years)",1
2459,"民俗研究","Folklore Studies",1
2460,"团结","Solidarity",1
2461,"系统工程学报","Journal of Systems Engineering",1
2462,"吉林广播电视大学学报","Journal of Jilin Radio and Television University",1
2463,"计算机应用","Computer Applications",1
2464,"农业技术与装备","Agricultural technology and equipment",1
2465,"晋城职业技术学院学报","Journal of Jincheng Vocational and Technical College",1
2466,"上海师范大学学报(哲学社会科学版)","Journal of Shanghai Normal University (Philosophy and Social Science Edition)",1
2467,"精细石油化工进展","Progress in Fine Petrochemicals",1
2468,"中国免疫学杂志","Chinese Journal of Immunology",1
2469,"新疆大学学报(哲学人文社会科学版)","Journal of Xinjiang University (Philosophy, Humanities and Social Sciences Edition)",1
2470,"2009“牙齿颜色的识别与美学再现”专题研讨会论文汇编","2009 Symposium on ""Identification and Aesthetic Reproduction of Dental Colors",1
2471,"中国史研究","Chinese History Studies",1
2472,"新疆金融","Xinjiang Finance",1
2473,"四川化工","Sichuan Chemical",1
2474,"经济与管理","Economics and Management",1
2475,"钢管","Steel Pipe",1
2476,"西亚非洲","West Asia Africa",1
2477,"中国牧业通讯","China Pastoral Newsletter",1
2478,"四川教育学院学报","Journal of Sichuan Education College",1
2479,"保定学院学报","Journal of Baoding College",1
2480,"中国摄影家","Chinese Photographers",1
2481,"中国科学院地质与地球物理研究所2008学术论文汇编","Compilation of 2008 Academic Papers, Institute of Geology and Geophysics, Chinese Academy of Sciences",1
2482,"重庆工学院学报(社会科学版)","Journal of Chongqing Engineering College (Social Science Edition)",1
2483,"邯郸职业技术学院学报","Journal of Handan Vocational and Technical College",1
2484,"精细与专用化学品","Fine & Specialty Chemicals",1
2485,"广西青年干部学院学报","Journal of Guangxi Youth Cadre College",1
2486,"沈阳大学学报","Shenyang University Journal",1
2487,"文博","Wenbo",1
2488,"中国商界(下半月)","China Business (second half of the month)",1
2489,"中国社区医师(医学专业半月刊)","China Community Physician (Medical Professional Semimonthly)",1
2490,"“传播与中国·复旦论坛”（2009）——1949-2009：共和国的媒介、媒介中的共和国论文集","""Communication and China - Fudan Forum"" (2009) - 1949-2009: Proceedings of the Republic's Media, Republic in Media",1
2491,"大经贸","Big Business",1
2492,"橡胶科技市场","Rubber Technology Market",1
2493,"医药世界","Pharmaceutical World",1
2494,"甘肃理论学刊","Gansu Journal of Theory",1
2495,"第七届中国软科学学术年会论文集(上)","Proceedings of the Seventh Annual China Soft Science Academic Conference (above)",1
2496,"新中国对外关系60年 理论与实践：上海市社会科学界第七届学术年会文集（2009年度）世界经济·国际政治·国际关系学科卷","60 Years of New China's Foreign Relations: Theory and Practice: Proceedings of the Seventh Annual Academic Conference of Shanghai Social Sciences (2009) World Economy, International Politics and International Relations",1
2497,"陕西教育(高教版)","Shaanxi Education (Higher Education Edition)",1
2498,"交通医学","Traffic Medicine",1
2499,"混凝土世界","World of Concrete",1
2500,"冰川冻土","Glacial Permafrost",1
2501,"实用肝脏病杂志","Journal of Practical Liver Diseases",1
2502,"塑料科技","Plastic Technology",1
2503,"IT经理世界","IT Manager World",1
2504,"辽宁省博物馆学术论文集（1999-2008）第1册","Liaoning Provincial Museum Academic Papers (1999-2008), Volume 1",1
2505,"卫生研究","Health Research",1
2506,"吉林大学学报(医学版)","Journal of Jilin University (Medical Edition)",1
2507,"中国软科学","China Soft Science",1
2508,"演艺设备与科技","Performing Arts Equipment and Technology",1
2509,"安庆师范学院学报(社会科学版)","Journal of Anqing Normal College (Social Science Edition)",1
2510,"大学(研究与评价)","University (Research and Evaluation)",1
2511,"工会论坛(山东省工会管理干部学院学报)","Trade Union Forum (Shandong Province Trade Union Management Cadre College Journal)",1
2512,"山西师大体育学院学报","Journal of the College of Physical Education of Shanxi Normal University",1
2513,"现代医药卫生","Modern medicine and health",1
2514,"思想战线","Ideological Front",1
2515,"消防技术与产品信息","Fire Protection Technology and Product Information",1
2516,"国际金融","International Finance",1
2517,"甘肃联合大学学报(社会科学版)","Journal of Gansu United University (Social Science Edition)",1
2518,"中国石油石化数字管道信息化建设论坛暨燃气管网安全、经济、运营技术交流研讨会论文集","Proceedings of China Petroleum and Petrochemical Digital Pipeline Information Construction Forum and Gas Pipeline Network Safety, Economy and Operation Technology Exchange Seminar",1
2519,"贵州教育学院学报","Journal of Guizhou College of Education",1
2520,"中国社会医学杂志","Chinese Journal of Social Medicine",1
2521,"心脏杂志","Heart Magazine",1
2522,"电力技术经济","Power Technology and Economics",1
2523,"党政干部学刊","Journal of Party and Government Cadres",1
2524,"衡阳师范学院学报","Journal of Hengyang Normal College",1
2525,"长春理工大学学报(高教版)","Journal of Changchun University of Science and Technology (Higher Education Edition)",1
2526,"生命世界","Life World",1
2527,"第七届海峡两岸心血管科学研讨会论文集","Proceedings of the Seventh Cross-Strait Cardiovascular Science Symposium",1
2528,"新余高专学报","Xinyu High School Journal",1
2529,"全民健身科学大会论文摘要集","The collection of abstracts of the National Fitness Science Conference",1
2530,"2009全国测绘科技信息交流会暨首届测绘博客征文颁奖论文集","2009 National Survey and Mapping Science and Technology Information Exchange Conference and the first survey and mapping blog essay award proceedings",1
2531,"第十九届全国高校田径科研论文报告会论文专辑","The 19th National Collegiate Athletics Research Paper Report Conference Paper Album",1
2532,"国际人类学与民族学联合会第十六届大会论文摘要第三分册","Abstracts of the 16th Congress of the International Union of Anthropological and Ethnological Sciences, Volume III",1
2533,"文化多样性背景下的宗教和谐——国际人类学民族学联合会第十六届大会文集","Religious Harmony in the Context of Cultural Diversity - Proceedings of the 16th Congress of the International Union of Anthropological and Ethnological Sciences",1
2534,"企业家天地下半月刊(理论版)","The second half of Entrepreneur World (Theory Edition)",1
2535,"航天工业管理","Aerospace Industry Management",1
2536,"保山师专学报","Journal of Baoshan Teachers College",1
2537,"中国青年研究","China Youth Studies",1
2538,"细胞·生命·健康——第十一届中国细胞生物学学术大会暨2009西安细胞生物学国际会议论文集","Cell-Life-Health--Proceedings of the 11th Chinese Cell Biology Conference and 2009 Xi'an International Conference on Cell Biology",1
2539,"世界汉语教学学会通讯2009年第2期","Newsletter of the World Society for Teaching Chinese as a Foreign Language, No. 2, 2009",1
2540,"国家教师科研基金“十一五”成果集（中国名校卷）（四）","National Teachers' Research Fund ""Eleventh Five-Year Plan"" Achievement Collection (Chinese Famous Schools Volume) (IV)",1
2541,"中国药品标准","China Drug Standards",1
2542,"交响-西安音乐学院学报","Symphony - Journal of Xi'an Conservatory of Music",1
2543,"中国公共卫生管理","Public Health Management in China",1
2544,"福建论坛(社科教育版)","Fujian Forum (Social Science Education Edition)",1
2545,"郑州航空工业管理学院学报(社会科学版)","Journal of Zhengzhou Institute of Aviation Industry Management (Social Science Edition)",1
2546,"中华医学会第11次心血管病学术会议论文摘要集","Abstracts of the 11th Academic Conference on Cardiovascular Diseases of the Chinese Medical Association",1
2547,"实用肿瘤杂志","Journal of Practical Oncology",1
2548,"党的建设","Party Building",1
2549,"江苏大学学报(医学版)","Journal of Jiangsu University (Medical Edition)",1
2550,"岩土工程界","Geotechnical Engineering Community",1
2551,"咸阳师范学院学报","Journal of Xianyang Normal College",1
2552,"乌鲁木齐成人教育学院学报","Journal of Urumqi College of Adult Education",1
2553,"云南行政学院学报","Journal of Yunnan Administrative College",1
2554,"WTO经济导刊","WTO Economic Guide",1
2555,"江苏社会科学","Jiangsu Social Science",1
2556,"广东社会科学","Guangdong Social Science",1
2557,"商丘师范学院学报","Journal of Shangqiu Normal College",1
2558,"中国中小企业","Chinese SMEs",1
2559,"中国国际战略评论（2009（总第2期））","China International Strategy Review (2009 (General Issue No. 2))",1
2560,"教育与教学研究","Education and Teaching Research",1
2561,"佛教文化","Buddhist Culture",1
2562,"上海金属","Shanghai Metal",1
2563,"国际心血管病杂志","International Journal of Cardiovascular Diseases",1
2564,"新西部(下半月)","New West (second half of the month)",1
2565,"肿瘤学杂志","Journal of Oncology",1
2566,"资源再生","Resource Recovery",1
2567,"粮食与饲料工业","Food and Feed Industry",1
2568,"中国测绘","China Mapping",1
2569,"石油物探","Petroleum Physical Exploration",1
2570,"军事体育进修学院学报","Journal of Military Sports Training College",1
2571,"护理学杂志","Journal of Nursing",1
2572,"数字石油和化工","Digital Petroleum and Chemical",1
2573,"中国肿瘤临床与康复","China Oncology Clinical and Rehabilitation",1
2574,"科学决策","Scientific Decision Making",1
2575,"燃料化学学报","Journal of Fuel Chemistry",1
2576,"四川水力发电","Sichuan Hydropower",1
2577,"第九届国际汉语教学研讨会论文选","Selected Papers from the Ninth International Symposium on Chinese Language Teaching",1
2578,"百年潮","Centennial Tide",1
2579,"实践与耕耘","Practice and Cultivation",1
2580,"齐齐哈尔师范高等专科学校学报","Journal of Qiqihar Normal College of Higher Education",1
2581,"建设东北亚和谐国际经贸关系学术研讨会论文集","Proceedings of the Symposium on Building Harmonious International Economic and Trade Relations in Northeast Asia",1
2582,"中国民康医学","China National Health Medicine",1
2583,"2008年度上海市社会科学界第六届学术年会文集（世界经济·国际政治·国际关系学科卷）","Proceedings of the Sixth Annual Academic Conference of Shanghai Social Science Community 2008 (Volume on World Economy, International Politics and International Relations)",1
2584,"中国民间疗法","Chinese folk remedies",1
2585,"现代制造","Modern Manufacturing",1
2586,"农村工作通讯","Rural Work Newsletter",1
2587,"国际心脏研究会（ISHR）中国分会第十届暨中国病理生理学会心血管专业委员会第十三届学术会议论文摘要文集","Proceedings of the 10th International Society for Heart Research (ISHR) China Chapter and the 13th Academic Conference of the Cardiovascular Specialty Committee of the Chinese Society of Pathophysiology",1
2588,"首届国际中西医结合内分泌代谢病学术大会暨糖尿病论坛论文集","Proceedings of the First International Conference on Integrative Endocrine Metabolic Diseases and Diabetes Forum",1
2589,"哈尔滨市委党校学报","Journal of Party School of Harbin Municipal Committee",1
2590,"中国禽业导刊","China Poultry Guide",1
2591,"中国监察","China Surveillance",1
2592,"西北第二民族学院学报(哲学社会科学版)","Journal of the Second Northwest Institute for Nationalities (Philosophy and Social Science Edition)",1
2593,"中国党政干部论坛","China Party and Government Cadres Forum",1
2594,"农业工程技术(温室园艺)","Agricultural Engineering Technology (Greenhouse Horticulture)",1
2595,"辽宁省哲学社会科学获奖成果汇编[2005-2006年度]","Compilation of Awarded Achievements in Philosophy and Social Sciences in Liaoning Province [2005-2006]",1
2596,"首届中国宁夏回商大会文化论坛论文汇编","Compilation of Papers from the Cultural Forum of the First China Ningxia Hui Business Conference",1
2597,"中华医学会心电生理和起搏分会第八次全国学术年会论文集","Proceedings of the 8th Annual National Academic Conference of the Chinese Medical Association Cardiac Electrophysiology and Pacing Branch",1
2598,"安徽体育科技","Anhui Sports Technology",1
2599,"职业技术教育","Vocational and Technical Education",1
2600,"交通世界(运输.车辆)","Transportation World (Transportation. Vehicles)",1
2601,"上海国资","Shanghai State Capital",1
2602,"中外能源","Sino-Foreign Energy",1
2603,"基层医学论坛","Primary Care Forum",1
2604,"眼科新进展","New Advances in Ophthalmology",1
2605,"决策与信息(财经观察)","Decision-making and Information (Financial Watch)",1
2606,"包装世界","Packaging World",1
2607,"自动化与仪器仪表","Automation and Instrumentation",1
2608,"科技信息(科学教研)","Science and Technology Information (Science Education and Research)",1
2609,"宁夏党校学报","Journal of Ningxia Party School",1
2610,"第四届全国学生计算语言学研讨会会议论文集","Proceedings of the 4th National Workshop on Computational Linguistics for Students",1
2611,"电气技术","Electrical Technology",1
2612,"沉积与特提斯地质","Sedimentary and Tethys Geology",1
2613,"驾驶园","Driving Park",1
2614,"南京财经大学学报","Journal of Nanjing University of Finance and Economics",1
2615,"全国经济地理研究会第十二届学术年会暨“全球化与中国区域发展”研讨会论文集","Proceedings of the 12th Annual Academic Conference of the National Society of Economic Geography and Seminar on ""Globalization and China's Regional Development",1
2616,"世界经济研究","World Economic Research",1
2617,"同位素","Isotopes",1
2618,"全国商情(经济理论研究)","National business situation (economic theory research)",1
2619,"商业文化(学术版)","Business Culture (Academic Edition)",1
2620,"第22届中国国际体育用品博览会体育产业与体育用品业发展论坛论文集","Proceedings of the 22nd China International Sporting Goods Expo Sports Industry and Sporting Goods Industry Development Forum",1
2621,"第八届中国语音学学术会议暨庆贺吴宗济先生百岁华诞语音科学前沿问题国际研讨会论文集","Proceedings of the 8th Chinese Academic Conference on Phonetics and International Symposium on Frontiers of Phonetic Sciences in Celebration of the 100th Birthday of Mr. Wu Zongji",1
2622,"学会","Learn",1
2623,"商情(教育经济研究)","Business Intelligence (Economic Research in Education)",1
2624,"《民族遗产》（第一辑）","Ethnic Heritage (First Series)",1
2625,"第八届粤港澳台预防医学学术交流会议论文汇编","The Eighth Guangdong, Hong Kong, Macao and Taiwan Preventive Medicine Academic Exchange Conference Compilation of Papers",1
2626,"河南教育学院学报(哲学社会科学版)","Journal of Henan College of Education (Philosophy and Social Science Edition)",1
2627,"护理学报","Journal of Nursing",1
2628,"中国食品工业","China Food Industry",1
2629,"医学分子生物学杂志","Journal of Medical Molecular Biology",1
2630,"内蒙古民族大学学报(自然科学版)","Journal of Inner Mongolia University of Nationalities (Natural Science Edition)",1
2631,"外语教学","Foreign Language Teaching",1
2632,"田径","Track and Field",1
2633,"民族语言文字信息技术研究——第十一届全国民族语言文字信息学术研讨会论文集","Research on Information Technology of Ethnic Languages and Writings - Proceedings of the 11th National Symposium on Ethnic Languages and Writings Information",1
2634,"铁道机车车辆工人","Railway Rolling Stock Workers",1
2635,"中共石家庄市委党校学报","Journal of the Party School of the CPC Shijiazhuang Municipal Committee",1
2636,"社会科学辑刊","Social Science Series",1
2637,"法学评论","Law Review",1
2638,"中国石油和化工(综合版)","China Petroleum and Chemical Industry (General Edition)",1
2639,"理论导报","Theoretical Guide",1
2640,"中国质量技术监督","China Quality and Technical Supervision",1
2641,"经济资料译丛","Economic Information Translation Series",1
2642,"国际社会科学杂志(中文版)","International Journal of Social Sciences (Chinese Edition)",1
2643,"疾病控制杂志","Journal of Disease Control",1
2644,"陕西师范大学继续教育学报","Journal of Continuing Education of Shaanxi Normal University",1
2645,"长三角","Yangtze River Delta",1
2646,"监督与选择","Supervision and selection",1
2647,"民族大家庭","Ethnic family",1
2648,"中国地理学会2007年学术年会论文摘要集","Abstracts of the 2007 Annual Academic Conference of the Chinese Geographical Society",1
2649,"电脑知识与技术(学术交流)","Computer Knowledge and Technology (Academic Exchange)",1
2650,"时代经贸(下旬刊)","Times Economy and Trade (Lower Journal)",1
2651,"江西医学检验","Jiangxi Medical Laboratory",1
2652,"中国司法鉴定","China Forensics",1
2653,"国外建材科技","Foreign Building Materials Technology",1
2654,"中华流行病学杂志","Chinese Journal of Epidemiology",1
2655,"音乐生活","Music Life",1
2656,"2007年地震流体学术研讨会论文摘要集","Proceedings of the 2007 Symposium on Earthquake Fluids",1
2657,"第二届中国能源战略国际论坛论文集","Proceedings of the 2nd International Forum on China's Energy Strategy",1
2658,"西北地震学报","Northwest Journal of Seismology",1
2659,"中国仪器仪表","China Instrumentation",1
2660,"体育与科学","Sports and Science",1
2661,"管道技术与设备","Pipeline technology and equipment",1
2662,"中国社区医师(综合版)","Chinese Community Physicians (Comprehensive Edition)",1
2663,"中华心血管病杂志","Chinese Journal of Cardiovascular Diseases",1
2664,"时代文学(理论学术版)","Times Literature (Theoretical Academic Edition)",1
2665,"雕塑","Sculpture",1
2666,"面粉通讯","Flour Newsletter",1
2667,"中华检验医学杂志","Chinese Journal of Laboratory Medicine",1
2668,"中国遗传学会“发育、遗传和疾病”研讨会论文汇编集","Proceedings of the symposium ""Development, Genetics and Disease"" of the Genetics Society of China",1
2669,"中华医学会第十二届全国眼科学术大会论文汇编","A compilation of papers from the 12th National Ophthalmology Congress of the Chinese Medical Association",1
2670,"2007年核技术工业应用分会学术年会暨理事会论文摘要集","Proceedings of the 2007 Annual Academic Conference and Council of the Nuclear Technology Industry Applications Branch",1
2671,"第七届全国药用植物和植物药学术研讨会暨新疆第二届药用植物学国际学术研讨会论文集","Proceedings of the Seventh National Symposium on Medicinal Plants and Botanicals and the Second International Symposium on Medicinal Botany in Xinjiang",1
2672,"检验医学","Laboratory Medicine",1
2673,"建筑工人","Construction workers",1
2674,"绥化学院学报","Journal of Suihua College",1
2675,"城市车辆","City Vehicles",1
2676,"山东省农业管理干部学院学报","Journal of Shandong Agricultural Management Cadre College",1
2677,"全国肿瘤流行病学和肿瘤病因学学术会议论文集","Proceedings of the National Conference on Tumor Epidemiology and Tumor Etiology",1
2678,"当代化工","Contemporary Chemical",1
2679,"日本研究","Japanese Research",1
2680,"中国地震","China Earthquake",1
2681,"科技与经济画报","Technology and Economic Pictorial",1
2682,"贵州工业大学学报(社会科学版)","Journal of Guizhou University of Technology (Social Science Edition)",1
2683,"中国物流与采购","China Logistics and Purchasing",1
2684,"贵州大学学报(社会科学版)","Journal of Guizhou University (Social Science Edition)",1
2685,"医学与哲学(人文社会医学版)","Medicine and Philosophy (Humanities and Social Medicine Edition)",1
2686,"理论前沿","Theoretical Frontiers",1
2687,"中华医学会第七次全国消化病学术会议论文汇编（上册）","Compilation of papers from the Seventh National Academic Conference on Gastroenterology of the Chinese Medical Association (previous volume)",1
2688,"中国社会科学院第三届中国经济论坛论文集（下）","Proceedings of the Third China Economic Forum of the Chinese Academy of Social Sciences (below)",1
2689,"国土绿化","National Greening",1
2690,"各界文论","Literature from all walks of life",1
2691,"中国食品卫生杂志","Chinese Journal of Food Hygiene",1
2692,"国外医药(抗生素分册)","Foreign Medicine (Antibiotics Booklet)",1
2693,"学术界","Academic",1
2694,"黔西南民族师范高等专科学校学报","Journal of Qianxinan National Teacher Training College",1
2695,"招商周刊","Merchants Weekly",1
2696,"福建果树","Fujian Fruit Tree",1
2697,"昆明大学学报","Journal of Kunming University",1
2698,"美国研究","U.S. Research",1
2699,"国际市场","International Market",1
2700,"凯里学院学报","Journal of Cary College",1
2701,"新疆石油教育学院学报","Journal of Xinjiang Institute of Petroleum Education",1
2702,"心脑血管病防治","Cardiovascular Disease Control",1
2703,"现代中药研究与实践","Modern Chinese Medicine Research and Practice",1
2704,"中共四川省委党校学报","Journal of the Party School of the Sichuan Provincial Committee of the Communist Party of China",1
2705,"天然气经济","Natural Gas Economy",1
2706,"实验室研究与探索","Laboratory Research and Exploration",1
2707,"武汉公安干部学院学报","Journal of Wuhan Public Security Cadre College",1
2708,"伊犁教育学院学报","Journal of Ili College of Education",1
2709,"国际遗传学杂志","International Journal of Genetics",1
2710,"对外大传播","Great External Communication",1
2711,"当代经理人","Contemporary Managers",1
2712,"经济社会体制比较","Comparison of economic and social systems",1
2713,"音响技术","Sound Technology",1
2714,"中华医学会肾脏病学分会2006年学术年会论文集","Proceedings of the 2006 Annual Academic Conference of the Chinese Medical Association Nephrology Branch",1
2715,"机械疏浚专业委员会第十九次疏浚与吹填技术经验交流会论文与技术经验总结文集","Collection of Papers and Technical Experience Summary of the 19th Dredging and Blowfilling Technology Experience Exchange Meeting of Mechanical Dredging Professional Committee",1
2716,"忻州师范学院学报","Journal of Xinzhou Normal College",1
2717,"中国临床康复","China Clinical Rehabilitation",1
2718,"北京论坛（2006）文明的和谐与共同繁荣——对人类文明方式的思考：“文明的演进：近现代东方与西方的历史经验”历史分论坛论文或摘要集（中）","Beijing Forum (2006) Harmony of Civilizations and Common Prosperity: Reflections on the Way of Human Civilization: The Evolution of Civilization: The Historical Experiences of the East and the West in Modern Times: A Collection of Papers or Abstracts from the History Sub-Forum (in Chinese)",1
2719,"玻璃纤维","Glass Fiber",1
2720,"中华肿瘤杂志","Chinese Journal of Oncology",1
2721,"第六届中国农机论坛暨第四届亚洲农机峰会、全国农机流通杰出贡献单位表彰大会、中国农业机械流通协会四届四次理事会文集","The Sixth China Agricultural Machinery Forum and the Fourth Asian Agricultural Machinery Summit, the National Agricultural Machinery Circulation Outstanding Contribution Unit Commendation Conference, and the Proceedings of the Fourth Session of the Fourth Council of the China Agricultural Machinery Circulation Association",1
2722,"第七届中国语音学学术会议暨语音学前沿问题国际论坛论文集","Proceedings of the Seventh Chinese Academic Conference on Phonetics and International Forum on Frontiers of Phonetics",1
2723,"砖瓦","Brickwork",1
2724,"陕西医学杂志","Shaanxi Medical Journal",1
2725,"学前教育研究","Preschool Education Research",1
2726,"节能与环保","Energy saving and environmental protection",1
2727,"中国科技产业","China Technology Industry",1
2728,"兰州大学学报","Journal of Lanzhou University",1
2729,"解剖学研究","Anatomical studies",1
2730,"中央民族大学学报","Journal of Central University for Nationalities",1
2731,"中国陶瓷","Chinese Ceramics",1
2732,"2006中国科协年会论文集（第13分会场）","Proceedings of the 2006 CCSA Annual Meeting (Session 13)",1
2733,"提高全民科学素质、建设创新型国家——2006中国科协年会论文集（下册）","Improving the quality of science for all people and building an innovative country - Proceedings of the 2006 Annual Meeting of the Chinese Association for Science and Technology (next volume)",1
2734,"2006（西安）国际墙体屋面材料技术交流大会暨第九届生产装备博览会论文集","Proceedings of the 2006 (Xi'an) International Wall and Roofing Materials Technology Exchange Conference and the Ninth Production Equipment Expo",1
2735,"第二次回族学国际学术研讨会论文汇编","A Compilation of Papers from the Second International Symposium on Hui Studies",1
2736,"浙江国土资源","Zhejiang Land Resources",1
2737,"西藏研究","Tibetan Studies",1
2738,"青海民族学院学报","Journal of Qinghai College of Nationalities",1
2739,"西安工程科技学院学报","Journal of Xi'an College of Engineering Science and Technology",1
2740,"罕少疾病杂志","Journal of Rare Diseases",1
2741,"西安金融","Xi'an Finance",1
2742,"河北农业科技","Hebei Agricultural Science and Technology",1
2743,"中国棉花学会2006年年会暨第七次代表大会论文汇编","Compilation of papers from the 2006 Annual Meeting and 7th Congress of the China Cotton Society",1
2744,"第三届学生计算语言学研讨会论文集","Proceedings of the 3rd Student Workshop on Computational Linguistics",1
2745,"“丝绸之路与文明的对话”学术讨论会论文集","""Silk Road and the Dialogue of Civilizations"" Symposium Proceedings",1
2746,"2006中国传播学论坛论文集（Ⅰ）","Proceedings of the 2006 China Communication Forum (I)",1
2747,"第三届全球华人眼科学术大会暨中华医学会第十一届全国眼科学术大会论文汇编","The 3rd Global Chinese Ophthalmology Conference and the 11th National Ophthalmology Conference of the Chinese Medical Association",1
2748,"中国医药导刊","China Pharmaceutical Guide",1
2749,"贵州警官职业学院学报(公安法治研究)","Journal of Guizhou Police Officers' Vocational College (Research on Public Security Rule of Law)",1
2750,"湘潮","Xiangchao",1
2751,"饮食文化研究（2006年第3期）","Food Culture Research (Issue 3, 2006)",1
2752,"国外金属矿选矿","Foreign metal ore beneficiation",1
2753,"求索","seek",1
2754,"冶金管理","Metallurgical Management",1
2755,"石油天然气学报(江汉石油学院学报)","Journal of Oil and Gas (Journal of Jianghan Institute of Petroleum)",1
2756,"第五届全国民族医药学术交流大会论文集","Proceedings of the Fifth National Ethnic Medicine Academic Exchange Conference",1
2757,"客车技术与研究","Bus Technology and Research",1
2758,"天中学刊","Tianzhong Journal",1
2759,"中国心血管病研究杂志","Chinese Journal of Cardiovascular Disease Research",1
2760,"中兴通讯技术","ZTE Technologies",1
2761,"中华医学会心血管病学分会第八次全国心血管病学术会议汇编","Compilation of the Eighth National Cardiovascular Conference of the Cardiovascular Disease Branch of the Chinese Medical Association",1
2762,"音乐天地","Music World",1
2763,"中国临床药学杂志","Chinese Journal of Clinical Pharmacy",1
2764,"山西果树","Shanxi Fruit Tree",1
2765,"教育发展研究","Educational Development Research",1
2766,"中国机电工业","China Electromechanical Industry",1
2767,"贵州民族学院学报(哲学社会科学版)","Journal of Guizhou Institute of Nationalities (Philosophy and Social Science Edition)",1
2768,"电子科技大学学报(社科版)","Journal of the University of Electronic Science and Technology (Social Science Edition)",1
2769,"乳品与人类","Dairy and People",1
2770,"农机科技推广","Agricultural machinery science and technology promotion",1
2771,"实用医药杂志","Journal of Practical Medicine",1
2772,"江苏科技大学学报(社会科学版)","Journal of Jiangsu University of Science and Technology (Social Science Edition)",1
2773,"丝绸","Silk",1
2774,"湖北成人教育学院学报","Journal of Hubei College of Adult Education",1
2775,"农村实用技术与信息","Practical Rural Technology and Information",1
2776,"中国药物依赖性杂志","Chinese Journal of Drug Dependence",1
2777,"白城师范学院学报","Journal of Baicheng Normal College",1
2778,"化工中间体","Chemical intermediates",1
2779,"涂料技术与文摘","Coatings Technology & Digest",1
2780,"胜利油田党校学报","Journal of the Party School of Shengli Oilfield",1
2781,"住宅产业","Residential Industry",1
2782,"西北师大学报(社会科学版)","Northwest Normal University Journal (Social Science Edition)",1
2783,"结核与肺部疾病杂志(中文版)","Journal of Tuberculosis and Lung Diseases(Chinese Edition)",1
2784,"搏击·武术科学","Combat - Martial Arts Science",1
2785,"通信世界","Communication World",1
2786,"中国社会语言学（2005年第1期）","Chinese Sociolinguistics (2005, No. 1)",1
2787,"第二届浙江中西部科技论坛论文集第七卷（药学分卷Ⅱ）","Proceedings of the Second Zhejiang Midwest Science and Technology Forum, Volume VII (Pharmacy Subvolume II)",1
2788,"全国教育科研“十五”成果论文集（第五卷）","National Educational Research ""Tenth Five-Year"" Achievement Collection (Volume 5)",1
2789,"才智(人事人才)","Talent (personnel talent)",1
2790,"平顶山学院学报","Journal of Pingdingshan College",1
2791,"瞭望新闻周刊","Lookout News Weekly",1
2792,"党政论坛","Party and Government Forum",1
2793,"图书馆杂志","Library Journal",1
2794,"社会科学管理与评论","Social Science Management and Review",1
2795,"烟台师范学院学报(哲学社会科学版)","Journal of Yantai Normal College (Philosophy and Social Science Edition)",1
2796,"中国药学杂志","Chinese Journal of Pharmaceutical Sciences",1
2797,"中国世界民族学会第八届会员代表大会暨全国学术讨论会论文集（下）","Proceedings of the Eighth General Assembly and National Symposium of the Chinese Society of World Ethnicities (below)",1
2798,"德州学院学报(自然科学版)","Journal of Dezhou College (Natural Science Edition)",1
2799,"韩山师范学院学报(社会科学版)","Journal of Hanshan Normal College (Social Science Edition)",1
2800,"石油化工技术经济","Petrochemical Technology and Economy",1
2801,"时代汽车","Times Automotive",1
2802,"广西科学","Guangxi Science",1
2803,"中国中医眼科杂志","Chinese Journal of Traditional Chinese Medicine and Ophthalmology",1
2804,"中国科协2005年学术年会生物物理与重大疾病分会论文摘要集","Abstracts of the Biophysics and Major Diseases Section of the 2005 Annual Academic Conference of the Chinese Association for Science and Technology",1
2805,"2005年全国医学影像技术学术会议西部论坛论文汇编","2005 National Academic Conference on Medical Imaging Technology, Western Forum, Compilation of Papers",1
2806,"多元视野中的中外关系史研究——中国中外关系史学会第六届会员代表大会论文集","Research on the History of Sino-foreign Relations in a Pluralistic Perspective - Proceedings of the Sixth Congress of the Chinese Society for the History of Sino-foreign Relations",1
2807,"第四纪研究","Quaternary studies",1
2808,"中国造纸","China Paper",1
2809,"复旦学报(医学版)","Fudan Journal (Medical Edition)",1
2810,"建材技术与应用","Building Materials Technology and Applications",1
2811,"中国科技信息","China Science and Technology Information",1
2812,"第十届全国少数民族语言文字信息处理学术研讨会论文集","Proceedings of the Tenth National Symposium on Information Processing of Minority Languages and Writings",1
2813,"思想工作","Thoughtful work",1
2814,"陕西青年管理干部学院学报","Journal of Shaanxi Youth Management Cadre College",1
2815,"国外医学(卫生经济分册)","Foreign Medicine (Health Economics Sub-volume)",1
2816,"出国与就业","Going Abroad and Employment",1
